,Images,Text
7205,000000249482.jpg#0,A large passenger jet taking off from an airport runway.
7206,000000249482.jpg#1,An airplane with a Pokemon theme just lifting off the tarmac.
7207,000000249482.jpg#2,a yellow white and blue jet is taking off
7208,000000249482.jpg#3,The bright yellow plane is decorated with images of Pokemon.
7209,000000249482.jpg#4,A colorful jet airliner takes off from an Oceanside airport.
7210,000000213602.jpg#0,Large jet parked on the runway on a cloudy day.
7211,000000213602.jpg#1,An fight jey airplane with a burn on the side of it near the cockpit.
7212,000000213602.jpg#2,a jet and and airplane sitting next to each other on a runway
7213,000000213602.jpg#3,There is a fighter jet next to a plane
7214,000000213602.jpg#4,Two airplanes are parked on the airport runway
7215,000000008311.jpg#0,Planes are on the runway at an airport and one plane is Purolator.
7216,000000008311.jpg#1,There are two large airplanes sitting on a wet tarmac after it has rained. 
7217,000000008311.jpg#2,Two planes with stairs up to them on the tarmac.
7218,000000008311.jpg#3,A cloudy day with two airplanes getting ready for take off.
7219,000000008311.jpg#4,Two jet airliners on runway below cloudy sky.
7220,000000154068.jpg#0,An old plane that has been propped up in a hangar.
7221,000000154068.jpg#1,A large propeller plane sitting on top of a runway.
7222,000000154068.jpg#2,An older model airplane is on exhibit at the museum.
7223,000000154068.jpg#3,An airplane parked in a building where it is on display.
7224,000000154068.jpg#4,A gray old airplane is on a stand on display.
7225,000000252736.jpg#0,A group of statues standing in a field next to a jetliner.
7226,000000252736.jpg#1,Group or children playing in front of an airliner landing. 
7227,000000252736.jpg#2,Statutes of three running kids with a plane flying in the background.
7228,000000252736.jpg#3,This beautiful sculpture is at a park near the airport
7229,000000252736.jpg#4,a group of people with an air playing in the background
7230,000000129032.jpg#0,A white and blue biplane parked on a runway.
7231,000000129032.jpg#1,A blue sea plane parked on a paved road.
7232,000000129032.jpg#2,a small blue plane sitting on the runway
7233,000000129032.jpg#3,A blue and silver airplane that is on the runway. 
7234,000000129032.jpg#4,A small blue airplane is on the runway.
7235,000000305954.jpg#0,The two men are standing outside by the tail of the airplane. 
7236,000000305954.jpg#1,Two men standing on grass in front of a plane shaking hands.
7237,000000305954.jpg#2,Two men pictured next to a light aircraft with another one in the background
7238,000000305954.jpg#3,An older photograph of two men shaking hands near an airplane.
7239,000000305954.jpg#4,A couple of men standing out the side of an airplane.
7240,000000150181.jpg#0,a passenger jet plane sits on a field with a bunch of other planes and a helicopter
7241,000000150181.jpg#1,A hangar with various sized airplanes sitting idle
7242,000000150181.jpg#2,a plane takes off from a big run way 
7243,000000150181.jpg#3,Airplanes and a helicopter parked in an airfield. 
7244,000000150181.jpg#4,Large and small planes and a helicopter are parked at the outskirts of an airport.
7245,000000330919.jpg#0,Two men sit on logs in a field with snowy mountains in the background. 
7246,000000330919.jpg#1,a number of people sitting on benches near a fire pit
7247,000000330919.jpg#2,a couple of people that are sitting on some logs
7248,000000330919.jpg#3,Two people sitting on wooden seats surrounding a fire pit
7249,000000330919.jpg#4,A group of people sitting on chairs on a field.
7250,000000032678.jpg#0,Four people standing by windows looking out at a tarmac
7251,000000032678.jpg#1,A large commercial airplane seen through a window
7252,000000032678.jpg#2,people looking through some windows at an airplane
7253,000000032678.jpg#3,PEOPLE LOOKING THROUGH GLASS AT A PLANE IN THE AIRPORT
7254,000000032678.jpg#4,People look out a window at a plane parked on the runway.
7255,000000107838.jpg#0,a large white plane is sitting at a terminal
7256,000000107838.jpg#1,Large jet parked at gate with service modules preparing plane.
7257,000000107838.jpg#2,A large white airplane and a truck on a lot.
7258,000000107838.jpg#3,A passenger jet that is at the terminal.
7259,000000107838.jpg#4,The air plane is being loaded at the air port. 
7260,000000144259.jpg#0,Large kites flying in the air next to a tall brick building.
7261,000000144259.jpg#1,Kites fly through the air near a white brick wall.
7262,000000144259.jpg#2,Several colorful kites flying high in the sky.
7263,000000144259.jpg#3,Unrecognizable objects are floating or falling in the sky
7264,000000144259.jpg#4,Shadow from a kite being cast onto a big building in the background. 
7265,000000368479.jpg#0,a commercial airplane is receiving passengers and preparing for takeoff. 
7266,000000368479.jpg#1,An airplane is at the airport attached to passenger loading.
7267,000000368479.jpg#2,A airport with a large plane getting ready to board
7268,000000368479.jpg#3,A large passenger jetliner parked next to a passenger loading terminal.
7269,000000368479.jpg#4,A large passenger plane is parked and boarding.
7270,000000078825.jpg#0,A commercial air plane next to a construction truck.
7271,000000078825.jpg#1,A plane on the tarmac loading passengers and being checked.
7272,000000078825.jpg#2,A jumbo jet plane with a boarding walkway attached to it.
7273,000000078825.jpg#3,A passenger plane that is pulled into a terminal. 
7274,000000078825.jpg#4,a big plane sits parked in an air port 
7275,000000490225.jpg#0,A large jetliner sitting on top of an airport tarmac.
7276,000000490225.jpg#1,An airplane being fueled and serviced at an airport.
7277,000000490225.jpg#2,A large fuel truck next to a big air plane.
7278,000000490225.jpg#3,a airplane on a runway with other trucks around
7279,000000490225.jpg#4,Refueling truck near commercial airliner on tarmac on cloudy day.
7280,000000477700.jpg#0,the small plane is hanging in a building 
7281,000000477700.jpg#1,A propellor boat plane hanging from the ceiling of an indoor mall
7282,000000477700.jpg#2,A small yellow and red plane hangs suspended indoors. 
7283,000000477700.jpg#3,The airplane was hung inside the building for display.
7284,000000477700.jpg#4,a propeller plane sits hoisted inside of a building 
7285,000000286336.jpg#0,An airport apron area with Air Asia airplanes connected to the passenger walkways.
7286,000000286336.jpg#1,A couple of large jetliner sitting on top of an airport tarmac.
7287,000000286336.jpg#2,Several Air Asia planes parked at their gates
7288,000000286336.jpg#3,Two Air Asia planes parked at concourses at an airport.
7289,000000286336.jpg#4,The airplanes are boarded and ready to be taken off
7290,000000225174.jpg#0,a airplane that is on a concrete runway
7291,000000225174.jpg#1,An airliner is being loaded with passengers on the tarmac.
7292,000000225174.jpg#2,A large jet set up to take passengers.
7293,000000225174.jpg#3,A airplane that is sitting on a tarmac.
7294,000000225174.jpg#4,The plane is sitting on the tarmac ready for loading.
7295,000000550221.jpg#0,Two people boarding a plane privately as it is parked on the runway.
7296,000000550221.jpg#1,People boarding an airplane on the tarmac and a man standing under the front of the plane. 
7297,000000550221.jpg#2,Passengers board a plane on an airport's tarmac.
7298,000000550221.jpg#3,People walk up the stairs to get on a small airplane.
7299,000000550221.jpg#4,there are two people that are boarding a plane 
7300,000000444210.jpg#0,A man at the open door of a airplane.
7301,000000444210.jpg#1,Crews prepare a commercial airline plane for flight.
7302,000000444210.jpg#2,A Delta airlines plane with the food services truck docked at the service door and a worker at the door.
7303,000000444210.jpg#3,A plan sits on the runway as it gets ready for passengers to board it 
7304,000000444210.jpg#4,A delta airplane is sitting on a tarmac.
7305,000000484761.jpg#0,A group of four old style mono planes traveling through the sky.
7306,000000484761.jpg#1,four planes are flying over some trees on a sunny day
7307,000000484761.jpg#2,A flying exercise containing four air planed which are flying low.
7308,000000484761.jpg#3,Four plans fly in the sky together. 
7309,000000484761.jpg#4,Four small airplanes fly low in the sky. 
7310,000000091236.jpg#0,A group of jets flying overhead in tight formation.
7311,000000091236.jpg#1,A group of airplanes in the sky at an air show. 
7312,000000091236.jpg#2,Jets are flying in formation across the sky on a clear day.
7313,000000091236.jpg#3,many planes competing at each other very fast
7314,000000091236.jpg#4,Five planes are flying in formation in the sky.
7315,000000492067.jpg#0,An airplane flying over a man standing in the ocean.
7316,000000492067.jpg#1,A airplane flying over a person walking into body of water with a boat in it.  
7317,000000492067.jpg#2,Guy standing in the ocean while a low flying plane is overhead 
7318,000000492067.jpg#3,An airplane flying over the water where someone is swimming.
7319,000000492067.jpg#4,The airplane is flying low over the water.
7320,000000418106.jpg#0,A man stands in front of an airport with many airliners on it.
7321,000000418106.jpg#1,This is a photo of an airplane on a runway and someones head is in the photo. 
7322,000000418106.jpg#2,A man is standing near a busy airport.
7323,000000418106.jpg#3,A view of plane sitting on a runway in the middle of the  airport.
7324,000000418106.jpg#4,The view of an airport runway from a distance.
7325,000000408016.jpg#0,a plane flying over a motorcycle on a road
7326,000000408016.jpg#1,A airplane flying over a man on a motor bike.
7327,000000408016.jpg#2,Low flying airplane with a ladder hanging down approaches a man on a motorcycle.
7328,000000408016.jpg#3,A man climbing a ladder on to an airplane in flight from a motorcycle.
7329,000000408016.jpg#4,A man drives by on a person holds onto a ladder below an airplane
7330,000000254726.jpg#0,An antique fighter plane parked on a field next to a forest.
7331,000000254726.jpg#1,An old U.S. Air Force airplane parked in a field
7332,000000254726.jpg#2,An aircraft with open canopy parks on a patch of grass.
7333,000000254726.jpg#3,A usaf plane with a star logo on a grassy field.
7334,000000254726.jpg#4,An antique airplane is parked in a grassy area awaiting visitors.
7335,000000443687.jpg#0,Some big commercial planes parked near the terminals.
7336,000000443687.jpg#1,an airplane is parked at the airport and loading people
7337,000000443687.jpg#2,A lot of planes parked on a runway at a airport.
7338,000000443687.jpg#3,White jet airliner parked at an airport loading area. 
7339,000000443687.jpg#4,A large jet sitting on top of an airport tarmac.
7340,000000400617.jpg#0,a large jetliner sitting on top of  an airport runway.
7341,000000400617.jpg#1,An airplane on the runway outside of an airport with the sky behind it. 
7342,000000400617.jpg#2,A large passenger plane on a airport runway.
7343,000000400617.jpg#3,A Pakastan airline jet sitting on the tarmac
7344,000000400617.jpg#4,a big jumbo jet gets ready for take off
7345,000000523154.jpg#0,A passenger plane is parked on the runway.
7346,000000523154.jpg#1,A Portugal airplane sitting still at an airport.
7347,000000523154.jpg#2,A large white plate sitting on top of an airport tarmac.
7348,000000523154.jpg#3,a jet airplane from portugal at an airport
7349,000000523154.jpg#4,A plane parked on the tarmac of an airport
7350,000000214055.jpg#0,A large passenger jet parked on an airport tarmac.
7351,000000214055.jpg#1,Commercial airliner parked with a ramp connected to it. 
7352,000000214055.jpg#2,Uniformed workers inspecting an airplane on a runway.
